,OCCUPATIONID,PREFERREDLABEL,ALTLABELS,OCCUPATIONGROUPLABEL,OCCUPATIONGROUPID,SECTOR,SECTORID,SUBSECTOR,SUBSECTORID
1956,687671c1ebd2bf665349e3db,telephone switchboard operator,"servicer, telephone
alarm centre dispatcher
communication centre operator
receptionist
receptionist telephone operator
switchboard operator
switchboard receptionist
telephone answering service operator
telephone operator
telephone switchboard operator",Telephone switchboard operators,687671b1ebd2bf665349a25f,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1957,687671c1ebd2bf665349e3dc,emergency medical dispatcher,"emd
call handler
ambulance services dispatcher
dispatcher of emergency medical vehicles
emergency call operator
medical dispatcher
emergency call handler
emergency medical services dispatcher
dispatcher of emergency medical services
control room worker
emergency medical dispatcher
dispatch officer
emergency clinical officer",,,Health,cdeaa5b8-7328-46c5-91d4-791249d44276,Health,384e9f7d-4c21-474b-beba-cd3c911e9f1f
1958,687671c1ebd2bf665349e3dd,hospitality establishment receptionist,"reception worker
hotel receptionist
hospitality establishment receptionist
reception assistant
reservations clerk
reception area clerk",Hotel receptionists,687671b1ebd2bf665349a260,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
1959,687671c1ebd2bf665349e3de,camping ground operative,"warden, camp
camp-site operative
camp-site operator
camp-site staff
camp-site worker
campgrounds operative
camping facility worker
camping ground operative
camping pitch operative
countryside operative",,,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
1960,687671c1ebd2bf665349e3df,night auditor,"night time customer auditor
night customer care manager
night auditor
overnight customer care manager
overnight auditor
night shift administration",Hotel receptionists,687671b1ebd2bf665349a260,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
1961,687671c1ebd2bf665349e3e0,customer service representative,"clerk, enquiry
clerk, inquiries: counter
assistant customer service representative
complaint representative
customer complaints handler
customer experience manager
customer feedback representative
customer relations officer
customer relationship officer
customer service officer
customer service person
customer service representative
graduate customer service representative
information agent
information clerk
information office worker
senior customer service representative
service desk operator
trainee customer service representative
customer support representative
customer service executive
customer care representative
customer care agent
customer care officer
customer relations coordinator
customer relations agent
customer service agent
customer service assistant
customer service clerk
customer service specialist
customer service supervisor
customer support specialist
customer support officer
customer service associate
licensing customer service representative
customer service and technical team
representative
site representative
customer care operations officer",Enquiry clerks,687671b1ebd2bf665349a261,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1962,687671c1ebd2bf665349e3e1,receptionist,"receptionist, dental
company secretary
corporate receptionist
front desk agent
front desk receptionist
head receptionist
medical receptionist
office receptionist
receiving clerk
receiving secretary
receptionist
secretary
dental receptionist",Receptionists (general),687671b1ebd2bf665349a262,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Other services,262f28b9-a154-4fa2-85e3-ab14a3f8bfc0
1963,687671c1ebd2bf665349e3e2,front line medical receptionist,"clerk, hospital admissions
gp surgery receptionist
front desk assistant
front desk receptionist
front line medical receptionist
medical care front line receptionist
medical institution front line receptionist
medical receptionist
medical receptionist front line
receptionist in gp surgery",,,Health,cdeaa5b8-7328-46c5-91d4-791249d44276,Health,384e9f7d-4c21-474b-beba-cd3c911e9f1f
1964,687671c1ebd2bf665349e3e3,veterinary receptionist,"veterinary receptionists
veterinary practice administration officer
veterinary practice secretary
vet secretary
animal care receptionist
veterinary receptionist
animal practice secretary",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Veterinary works,e187157b-fd0c-4115-975a-812384c29ebb
1965,687671c1ebd2bf665349e3e4,market research interviewer,"assistant, survey: interviewing
interviewer, public opinion
officer, field: market research
operator, telephone: market research
operator, telephone: surveying
researcher, market: cold calling
researcher, market: telephone
supervisor, market research: interviewing
market research analyst
market research interviewer
market research representative
marketing recruiter
mystery shopper
phone interviewer
public opinion researcher
research interviewer
survey interviewer
conversation marketer
market research",Survey and market research interviewers,687671b1ebd2bf665349a263,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Research and Experimental Development Works on Economics and Development,73bdf0b5-939a-4341-8eae-723b5675e445
1966,687671c1ebd2bf665349e3e5,survey enumerator,"enumerator, field
interviewer, eligibility
officer, field: interviewing
operator, call centre: conducting surveys
surveyor, telephone
census clerk
census interviewer
census official
census taker
census worker
commercial census taker
enumerator
street surveyor
survey enumerator
survey methodologist",Survey and market research interviewers,687671b1ebd2bf665349a263,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Research and Experimental Development Works on Economics and Development,73bdf0b5-939a-4341-8eae-723b5675e445
1967,687671c1ebd2bf665349e3e6,contact tracing agent,"contact tracing specialist
coronavirus field agent
clinical contact caseworker
covid disease investigator
call centre contact tracing representative
contact tracing volunteer
contact tracing representative
contact tracing support
covid contact tracer
contact tracing agent",Client information workers not elsewhere classified,687671b1ebd2bf665349a264,Health,cdeaa5b8-7328-46c5-91d4-791249d44276,Health,384e9f7d-4c21-474b-beba-cd3c911e9f1f
1968,687671c1ebd2bf665349e3e7,hotel concierge,"hotel concierge
concierge
guest services manager
guest concierge
guest assistance manager
hospitality and tourism
hotel booking commission
hotel industry
palace hospitality",Client information workers not elsewhere classified,687671b1ebd2bf665349a264,Tourism and art,6881548d-8e03-4c1b-a115-72be99420045,Hotels and Motels,
1969,687671c1ebd2bf665349e3e8,billing clerk,"clerk, cash-accounting
clerk, office cash
operator, invoicing
account receivable clerk
accounting officer
accounts payable officer
accounts receivables clerk
billing clerk
financial administration clerk
financial clerk
invoice clerk
posting clerk
account clerk
billing and collection officer
billing and posting clerk
new accounts clerk",Accounting and bookkeeping clerks,687671b1ebd2bf665349a267,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1970,687671c1ebd2bf665349e3e9,sales support assistant,"clerk, auction
accounts assistant
group sales assistant
registered sales assistant
sales accounts clerk
sales associate
sales clerical assistant
sales officer
sales operations assistant
sales support assistant
salesclerk
sales support officer
support assistant",Accounting and bookkeeping clerks,687671b1ebd2bf665349a267,Business,4e291563-4d6b-4b3d-bac3-32cce11b0911,Retail trade in specialized stores,d250779f-a714-44fc-829b-9267d3e5be43
1971,687671c1ebd2bf665349e3ea,auditing clerk,"clerk, adjustment
clerk, rating
account audit clerk
account audit officer
audit clerk
audit control clerk
audit office worker
audit technician
auditing clerk
night audit clerk","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Accounting and auditing Jobs,8769e690-ceb4-472f-95e2-08d300117eb0
1972,687671c1ebd2bf665349e3eb,back office specialist,"back office clerk
back office specialist
financial office specialist
back office administrator
back office officer
compensation specialist
front desk operator
front office coordinator","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1973,687671c1ebd2bf665349e3ec,financial markets back office administrator,"operations officer
operations manager
settlements clerk
back office administrator
settlements officer
back office payments assistant
broker assistant
financial markets back office operator
financial markets back office administrator
brokerage clerk
settlements manager
brokerage assistant
settlements administrator
broker clerk
admin and finance associate
finance and hr administrator",,,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1974,687671c1ebd2bf665349e3ed,foreign exchange cashier,"foreign exchange teller
foreign exchange office clerk
bank foreign exchange cashier
foreign exchange clerk
bank foreign exchange office clerk
forex cashier
money exchanger
foreign exchange cashier","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1975,687671c1ebd2bf665349e3ee,insurance clerk,"insurance administration clerk
insurance management assistant
insurance clerk
insurance accounts clerk
insurance office clerk
insurance assistant
indemnity administrator
insurance officer
insurance agent
personal lines insurance clerk
insurance reconciliation clerk
insurance claims and policy processing clerk","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1976,687671c1ebd2bf665349e3ef,investment clerk,"clerk, bond
investment administrator
investment assistant
investment clerk
investment secretary
finance clerk
financial clerk
stock clerk","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1977,687671c1ebd2bf665349e3f0,property assistant,"clerk, collateral
clerk, mortgage
property assistant
property clerk
real estate agent assistant
real estate assistant
real estate clerk
viewing and sales assistant
property manager
property inspector
property administrator
property management","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1978,687671c1ebd2bf665349e3f1,tax clerk,"tax collection clerk
tax revenue officer
tax compliance officer
tax collection assistant
tax collection officer
fiscal clerk
tax clerk","Statistical, finance and insurance clerks",687671b1ebd2bf665349a268,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
1979,687671c1ebd2bf665349e3f2,payroll clerk,"payroll analyst
payroll accounting clerk
payroll accounts clerk
payroll administrator
payroll and benefits clerk
payroll bookeeper
payroll clerk
payroll officer
payroll technician
personnel and payroll technician
wages clerk
hr clerk",Payroll clerks,687671b1ebd2bf665349a269,Service,b5ab236c-527f-4277-b21b-6cb432afe3e3,Finance and Administration Services,cd9fb1ea-c921-4297-abfb-80f3df49c598
