,SKILLID,PREFERREDLABEL,SKILLGROUPLABEL,SKILLGROUPID
7057,687671b9ebd2bf665349c1c3,create animal records,maintaining operational records,687671b3ebd2bf665349a498
7058,687671b9ebd2bf665349c1c4,apply safe work practices in a veterinary setting,complying with health and safety procedures,687671b3ebd2bf665349a525
7059,687671b9ebd2bf665349c1c5,sew curtains,fabricating garments and textile products,687671b3ebd2bf665349a514
7060,687671b9ebd2bf665349c1c6,identify defects on raw hides,monitoring quality of products,687671b3ebd2bf665349a4a2
7061,687671b9ebd2bf665349c1c7,keep track of wooden elements,"positioning materials, tools or equipment",687671b3ebd2bf665349a4dd
7062,687671b9ebd2bf665349c1c8,coordinate catering,directing operational activities,687671b3ebd2bf665349a56b
7063,687671b9ebd2bf665349c1c9,synchronise sound with images,using digital tools for processing sound and images,687671b3ebd2bf665349a5ca
7064,687671b9ebd2bf665349c1ca,coordinate the running of a performance,planning events and programmes,687671b3ebd2bf665349a5de
7065,687671b9ebd2bf665349c1cb,prepare garnish for drinks,preparing food and drinks,687671b3ebd2bf665349a570
7066,687671b9ebd2bf665349c1cc,perform costume settings,creating visual displays and decorations,687671b3ebd2bf665349a594
7067,687671b9ebd2bf665349c1cd,communicate with target community,collaborating and liaising,687671b3ebd2bf665349a5a3
7068,687671b9ebd2bf665349c1ce,assemble pattern parts,assembling and fabricating products,687671b3ebd2bf665349a562
7069,687671b9ebd2bf665349c1cf,prepare health documentation,"preparing documentation for contracts, applications, or permits",687671b3ebd2bf665349a4bf
7070,687671b9ebd2bf665349c1d0,monitor almond blanching process,operating food processing machinery,687671b3ebd2bf665349a5dd
7071,687671b9ebd2bf665349c1d1,prosthetic devices,medical diagnostic and treatment technology,687671b3ebd2bf665349a45f
7072,687671b9ebd2bf665349c1d2,develop scientific theories,analysing scientific and medical data,687671b3ebd2bf665349a5b9
7073,687671b9ebd2bf665349c1d3,coordinate pre-show checks,directing operational activities,687671b3ebd2bf665349a56b
7074,687671b9ebd2bf665349c1d4,manage flight data communications programme,"managing, gathering and storing digital data",687671b3ebd2bf665349a538
7075,687671b9ebd2bf665349c1d5,set up light board,operating audio-visual equipment,687671b3ebd2bf665349a579
7076,687671b9ebd2bf665349c1d6,manage lost and found articles,providing general assistance to people,687671b3ebd2bf665349a4ae
7077,687671b9ebd2bf665349c1d7,linguistics,literature and linguistics,687671b2ebd2bf665349a3da
7078,687671b9ebd2bf665349c1d8,legal compensation for victims of crime,law,687671b2ebd2bf665349a401
7079,687671b9ebd2bf665349c1d9,draw up artists' measurements,measuring dimensions and related properties,687671b3ebd2bf665349a4ca
7080,687671b9ebd2bf665349c1da,understand spoken Korean,,
7081,687671b9ebd2bf665349c1db,negotiate employment agreements,negotiating and managing contracts and agreements,687671b3ebd2bf665349a4a6
7082,687671b9ebd2bf665349c1dc,financial capability,"finance, banking and insurance",687671b2ebd2bf665349a3f9
7083,687671b9ebd2bf665349c1dd,fertiliser products,crop and livestock production,687671b3ebd2bf665349a44a
7084,687671b9ebd2bf665349c1de,primitive technology,handicrafts,687671b2ebd2bf665349a3cd
7085,687671b9ebd2bf665349c1df,identify performers' needs,engaging with others to identify needs,687671b3ebd2bf665349a5e4
7086,687671b9ebd2bf665349c1e0,keep updated on the political landscape,monitoring developments in area of expertise,687671b3ebd2bf665349a5ff
7087,687671b9ebd2bf665349c1e1,e-tailoring,"textiles (clothes, footwear and leather)",687671b3ebd2bf665349a43a
7088,687671b9ebd2bf665349c1e2,apply navy operation procedures,complying with operational procedures,687671b3ebd2bf665349a559
7089,687671b9ebd2bf665349c1e3,wash oils,operating food processing machinery,687671b3ebd2bf665349a5dd
7090,687671b9ebd2bf665349c1e4,content of airworthiness directives,transport services,687671b3ebd2bf665349a484
7091,687671b9ebd2bf665349c1e5,avoid backlogs in receiving raw materials,managing transport and logistics activities,687671b3ebd2bf665349a5ea
7092,687671b9ebd2bf665349c1e6,install in-floor and in-wall heating,"installing heating, ventilation and air conditioning equipment",687671b3ebd2bf665349a5b2
7093,687671b9ebd2bf665349c1e7,contact customers,communicating with colleagues and clients,687671b3ebd2bf665349a591
7094,687671b9ebd2bf665349c1e8,develop artistic project budgets,estimating resource needs,687671b3ebd2bf665349a5b5
7095,687671b9ebd2bf665349c1e9,treat wood,operating wood processing and papermaking machinery,687671b3ebd2bf665349a497
7096,687671b9ebd2bf665349c1ea,use word processing software,"using word processing, publishing and presentation software",687671b3ebd2bf665349a502
7097,687671b9ebd2bf665349c1eb,research your target community,conducting academic or market research,687671b3ebd2bf665349a557
7098,687671b9ebd2bf665349c1ec,power plant instrumentation,electricity and energy,687671b3ebd2bf665349a431
7099,687671b9ebd2bf665349c1ed,framework for a safety management system,occupational health and safety,687671b3ebd2bf665349a47c
7100,687671b9ebd2bf665349c1ee,person centred care,nursing and midwifery,687671b3ebd2bf665349a45e
7101,687671b9ebd2bf665349c1ef,joint ventures,law,687671b2ebd2bf665349a401
7102,687671b9ebd2bf665349c1f0,install stretch ceiling,installing and assembling building fixtures,687671b3ebd2bf665349a522
7103,687671b9ebd2bf665349c1f1,research passenger needs,conducting academic or market research,687671b3ebd2bf665349a557
7104,687671b9ebd2bf665349c1f2,adjust cut sizes,cutting materials and drilling holes,687671b3ebd2bf665349a543
7105,687671b9ebd2bf665349c1f3,install automation components,setting up computer systems,687671b3ebd2bf665349a627
7106,687671b9ebd2bf665349c1f4,join lenses,fabricating precision instruments or jewellery,687671b3ebd2bf665349a4d4
7107,687671b9ebd2bf665349c1f5,plan learning curriculum,developing educational programmes,687671b3ebd2bf665349a555
7108,687671b9ebd2bf665349c1f6,tend paint mixer,operating mixing and separating machinery,687671b3ebd2bf665349a577
7109,687671b9ebd2bf665349c1f7,send biological samples to laboratory,collecting and preparing specimens or materials for testing,687671b3ebd2bf665349a619
7110,687671b9ebd2bf665349c1f8,select lacquer ingredients,"positioning materials, tools or equipment",687671b3ebd2bf665349a4dd
7111,687671b9ebd2bf665349c1f9,analyse test data,"evaluating systems, programmes, equipment and products",687671b3ebd2bf665349a61c
7112,687671b9ebd2bf665349c1fa,assess areas for power line installation,assessing land or real estate,687671b3ebd2bf665349a4fa
7113,687671b9ebd2bf665349c1fb,manage vehicle services' financial resources,managing budgets or finances,687671b3ebd2bf665349a4bc
7114,687671b9ebd2bf665349c1fc,environmental threats,environmental sciences,687671b2ebd2bf665349a410
7115,687671b9ebd2bf665349c1fd,IBM InfoSphere Information Server,database and network design and administration,687671b3ebd2bf665349a425
7116,687671b9ebd2bf665349c1fe,clinical perfusion,nursing and midwifery,687671b3ebd2bf665349a45e
7117,687671b9ebd2bf665349c1ff,provide stroke rehabilitation services,"providing medical, dental and nursing care",687671b3ebd2bf665349a545
7118,687671b9ebd2bf665349c200,assess social work students,monitoring and evaluating the performance of individuals,687671b3ebd2bf665349a5c4
7119,687671b9ebd2bf665349c201,performing arts fights legal regulations,law,687671b2ebd2bf665349a401
7120,687671b9ebd2bf665349c202,ensure compliance with shipment regulations,ensuring compliance with legislation,687671b3ebd2bf665349a4eb
7121,687671b9ebd2bf665349c203,manipulate medical devices materials,fabricating medical and prosthetic devices,687671b3ebd2bf665349a4ef
7122,687671b9ebd2bf665349c204,biophysics,biology,687671b2ebd2bf665349a40b
7123,687671b9ebd2bf665349c205,nuclear energy,electricity and energy,687671b3ebd2bf665349a431
7124,687671b9ebd2bf665349c206,through-hole technology,electronics and automation,687671b3ebd2bf665349a432
7125,687671b9ebd2bf665349c207,ensure health and safety of staff,complying with health and safety procedures,687671b3ebd2bf665349a525
7126,687671b9ebd2bf665349c208,prepare mixed beverages,preparing food and drinks,687671b3ebd2bf665349a570
7127,687671b9ebd2bf665349c209,comprehend financial business terminology,analysing financial and economic data,687671b3ebd2bf665349a5ef
7128,687671b9ebd2bf665349c20a,disseminate messages to people,performing general clerical and administrative tasks,687671b3ebd2bf665349a57f
7129,687671b9ebd2bf665349c20b,manage development of promotional material,developing instructive or promotional materials,687671b3ebd2bf665349a5e0
7130,687671b9ebd2bf665349c20c,weigh merchandise,weighing,687671b3ebd2bf665349a529
7131,687671b9ebd2bf665349c20d,enforce railway safety regulations,complying with health and safety procedures,687671b3ebd2bf665349a525
7132,687671b9ebd2bf665349c20e,types of storage facilities,database and network design and administration,687671b3ebd2bf665349a425
7133,687671b9ebd2bf665349c20f,update licenses,complying with operational procedures,687671b3ebd2bf665349a559
7134,687671b9ebd2bf665349c210,conduct gambling games,conducting gaming activities,687671b3ebd2bf665349a507
7135,687671b9ebd2bf665349c211,ATM systems,software and applications development and analysis,687671b3ebd2bf665349a426
7136,687671b9ebd2bf665349c212,sociology applied to paramedical science,sociology and cultural studies,687671b2ebd2bf665349a3e8
7137,687671b9ebd2bf665349c213,create clay figures,creating visual displays and decorations,687671b3ebd2bf665349a594
7138,687671b9ebd2bf665349c214,analyse education system,"evaluating systems, programmes, equipment and products",687671b3ebd2bf665349a61c
7139,687671b9ebd2bf665349c215,manoeuvre heavy trucks,driving heavy vehicles,687671b3ebd2bf665349a5cb
7140,687671b9ebd2bf665349c216,plan oil wells,designing structures or facilities,687671b3ebd2bf665349a5a7
7141,687671b9ebd2bf665349c217,maintain burial records,maintaining operational records,687671b3ebd2bf665349a498
7142,687671b9ebd2bf665349c218,diagnose fuel systems,repairing and installing mechanical equipment,687671b3ebd2bf665349a4a3
7143,687671b9ebd2bf665349c219,select metals for jewellery,sorting materials or products,687671b3ebd2bf665349a50b
7144,687671b9ebd2bf665349c21a,evaluate information services using metrics,analysing and evaluating information and data,687671b3ebd2bf665349a4c4
7145,687671b9ebd2bf665349c21b,CAE software,software and applications development and analysis,687671b3ebd2bf665349a426
7146,687671b9ebd2bf665349c21c,advise on healthcare users' informed consent,providing medical advice,687671b3ebd2bf665349a5d0
7147,687671b9ebd2bf665349c21d,rope manipulation,building and civil engineering,687671b3ebd2bf665349a440
7148,687671b9ebd2bf665349c21e,simulate transport problems,using computer aided design and drawing tools,687671b3ebd2bf665349a5a6
7149,687671b9ebd2bf665349c21f,transport drilling rigs,operating lifting or moving equipment,687671b3ebd2bf665349a595
7150,687671b9ebd2bf665349c220,coordinate care of neglected animals,planning events and programmes,687671b3ebd2bf665349a5de
7151,687671b9ebd2bf665349c221,test samples for pollutants,testing and analysing substances,687671b3ebd2bf665349a5e2
7152,687671b9ebd2bf665349c222,assist pool users,accompanying and welcoming people,687671b3ebd2bf665349a48c
7153,687671b9ebd2bf665349c223,types of photovoltaic panels,electricity and energy,687671b3ebd2bf665349a431
7154,687671b9ebd2bf665349c224,tend plodder machines,operating machinery for the manufacture of products,687671b3ebd2bf665349a4ba
7155,687671b9ebd2bf665349c225,pest biology,biology,687671b2ebd2bf665349a40b
7156,687671b9ebd2bf665349c226,interfere with enemy communications,operating communications equipment,687671b3ebd2bf665349a4a0
7157,687671b9ebd2bf665349c227,procure mechanical machinery,purchasing goods or services,687671b3ebd2bf665349a534
7158,687671b9ebd2bf665349c228,laboratory techniques,biology,687671b2ebd2bf665349a40b
7159,687671b9ebd2bf665349c229,position stair carriage,"positioning materials, tools or equipment",687671b3ebd2bf665349a4dd
7160,687671b9ebd2bf665349c22a,coordinate mouldmaking shifts,"directing, supervising and coordinating projects",687671b3ebd2bf665349a4bb
7161,687671b9ebd2bf665349c22b,check for damaged items,monitoring quality of products,687671b3ebd2bf665349a4a2
7162,687671b9ebd2bf665349c22c,fossil-fuel power plant operations,electricity and energy,687671b3ebd2bf665349a431
7163,687671b9ebd2bf665349c22d,move soil,operating earthmoving equipment,687671b3ebd2bf665349a4bd
7164,687671b9ebd2bf665349c22e,types of guitars,music and performing arts,687671b2ebd2bf665349a3ce
7165,687671b9ebd2bf665349c22f,estimate restoration costs,estimating resource needs,687671b3ebd2bf665349a5b5
7166,687671b9ebd2bf665349c230,civil engineering,building and civil engineering,687671b3ebd2bf665349a440
7167,687671b9ebd2bf665349c231,manufacturing of metal assembly products,mechanics and metal trades,687671b3ebd2bf665349a433
7168,687671b9ebd2bf665349c232,plastic resins,chemistry,687671b2ebd2bf665349a415
7169,687671b9ebd2bf665349c233,artificial lighting systems,electricity and energy,687671b3ebd2bf665349a431
7170,687671b9ebd2bf665349c234,organise aircraft maintenance,directing operational activities,687671b3ebd2bf665349a56b
7171,687671b9ebd2bf665349c235,Norwegian,languages,687671b3ebd2bf665349a501
7172,687671b9ebd2bf665349c236,draw up choreography,creating artistic designs or performances,687671b3ebd2bf665349a59f
7173,687671b9ebd2bf665349c237,interact with clients in forestry,advising on environmental issues,687671b3ebd2bf665349a496
7174,687671b9ebd2bf665349c238,malting process,food processing,687671b3ebd2bf665349a438
7175,687671b9ebd2bf665349c239,pharmacognosy,pharmacy,687671b3ebd2bf665349a461
7176,687671b9ebd2bf665349c23a,revise legal documents,technical or academic writing,687671b3ebd2bf665349a53d
7177,687671b9ebd2bf665349c23b,waste removal regulations,community sanitation,687671b3ebd2bf665349a47b
7178,687671b9ebd2bf665349c23c,check strength of materials,measuring physical properties,687671b3ebd2bf665349a4e9
7179,687671b9ebd2bf665349c23d,use technical equipment for sterilisation,operating scientific and laboratory equipment,687671b3ebd2bf665349a553
7180,687671b9ebd2bf665349c23e,secure parquet boards,installing floor and wall coverings,687671b3ebd2bf665349a56f
